,reaction_id,rxn_smiles,products_run,PatentNumber
2352,147965,[Cl:1][CH2:2][CH:3]([n:4]1[c:5]2[c:6]([cH:7][c:8]([F:9])[c:10]([F:11])[c:12]2[F:13])[c:14](=[O:15])[c:16]([C:17]([O:18][CH2:19][CH3:20])=[O:21])[cH:22]1)[CH3:23].[NH2:24][CH:25]1[CH2:26][CH2:27][NH:28][CH2:29]1>C(#N)C>[Cl:1][CH2:2][CH:3]([n:4]1[c:5]2[c:6]([cH:7][c:8]([F:9])[c:10]([N:28]3[CH2:27][CH2:26][CH:25]([NH2:24])[CH2:29]3)[c:12]2[F:13])[c:14](=[O:15])[c:16]([C:17]([O:18][CH2:19][CH3:20])=[O:21])[cH:22]1)[CH3:23],[Cl:1][CH2:2][CH:3]([n:4]1[c:5]2[c:6]([cH:7][c:8]([F:9])[c:10]([N:28]3[CH2:27][CH2:26][CH:25]([NH2:24])[CH2:29]3)[c:12]2[F:13])[c:14](=[O:15])[c:16]([C:17]([O:18][CH2:19][CH3:20])=[O:21])[cH:22]1)[CH3:23].[Cl:1][CH2:2][CH:3]([n:4]1[c:5]2[c:6]([cH:7][c:8]([N:28]3[CH2:27][CH2:26][CH:25]([NH2:24])[CH2:29]3)[c:10]([F:11])[c:12]2[F:13])[c:14](=[O:15])[c:16]([C:17]([O:18][CH2:19][CH3:20])=[O:21])[cH:22]1)[CH3:23].[Cl:1][CH2:2][CH:3]([n:4]1[c:5]2[c:6]([cH:7][c:8]([F:9])[c:10]([F:11])[c:12]2[N:28]2[CH2:27][CH2:26][CH:25]([NH2:24])[CH2:29]2)[c:14](=[O:15])[c:16]([C:17]([O:18][CH2:19][CH3:20])=[O:21])[cH:22]1)[CH3:23],US05324735
2353,149522,[NH2:1][c:2]1[c:3]([F:4])[c:5]([F:6])[c:7]([F:8])[c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1.[NH2:22][C@H:23]1[C@@H:24]([n:25]2[cH:26][cH:27][n:28][n:29]2)[CH2:30][NH:31][CH2:32]1>>[NH2:1][c:2]1[c:3]([F:4])[c:5]([N:31]2[CH2:30][C@H:24]([n:25]3[cH:26][cH:27][n:28][n:29]3)[C@H:23]([NH2:22])[CH2:32]2)[c:7]([F:8])[c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1,[NH2:1][c:2]1[c:3]([F:4])[c:5]([N:31]2[CH2:30][C@H:24]([n:25]3[cH:26][cH:27][n:28][n:29]3)[C@H:23]([NH2:22])[CH2:32]2)[c:7]([F:8])[c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1.[NH2:1][c:2]1[c:3]([N:31]2[CH2:30][C@H:24]([n:25]3[cH:26][cH:27][n:28][n:29]3)[C@H:23]([NH2:22])[CH2:32]2)[c:5]([F:6])[c:7]([F:8])[c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1.[NH2:1][c:2]1[c:3]([F:4])[c:5]([F:6])[c:7]([N:31]2[CH2:30][C@H:24]([n:25]3[cH:26][cH:27][n:28][n:29]3)[C@H:23]([NH2:22])[CH2:32]2)[c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1,US05342846
2354,152034,[Br:1][c:2]1[c:3]([N:4]([CH3:5])[C:6]([c:7]2[c:8]([Cl:9])[n:10][cH:11][cH:12][cH:13]2)=[O:14])[cH:15][cH:16][c:17]([O:18][CH3:19])[n:20]1.[CH2:21]([NH2:22])[CH3:23]>C1(C)C(C)=CC=CC=1.C(OCC)(=O)C>[Br:1][c:2]1[c:3]([N:4]([CH3:5])[C:6]([c:7]2[c:8]([NH:22][CH2:21][CH3:23])[n:10][cH:11][cH:12][cH:13]2)=[O:14])[cH:15][cH:16][c:17]([O:18][CH3:19])[n:20]1,[Br:1][c:2]1[c:3]([N:4]([CH3:5])[C:6]([c:7]2[c:8]([NH:22][CH2:21][CH3:23])[n:10][cH:11][cH:12][cH:13]2)=[O:14])[cH:15][cH:16][c:17]([O:18][CH3:19])[n:20]1.[c:2]1([NH:22][CH2:21][CH3:23])[c:3]([N:4]([CH3:5])[C:6]([c:7]2[c:8]([Cl:9])[n:10][cH:11][cH:12][cH:13]2)=[O:14])[cH:15][cH:16][c:17]([O:18][CH3:19])[n:20]1,US05366972
2355,149483,[NH2:1][c:2]1[c:3]([F:4])[c:5]([F:6])[c:7]([F:8])[c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1.[NH:22]1[CH2:23][CH2:24][CH:25]([c:26]2[cH:27][cH:28][cH:29][cH:30][n:31]2)[CH2:32]1>>[NH2:1][c:2]1[c:3]([F:4])[c:5]([N:22]2[CH2:23][CH2:24][CH:25]([c:26]3[cH:27][cH:28][cH:29][cH:30][n:31]3)[CH2:32]2)[c:7]([F:8])[c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1,[NH2:1][c:2]1[c:3]([F:4])[c:5]([N:22]2[CH2:23][CH2:24][CH:25]([c:26]3[cH:27][cH:28][cH:29][cH:30][n:31]3)[CH2:32]2)[c:7]([F:8])[c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1.[NH2:1][c:2]1[c:3]([N:22]2[CH2:23][CH2:24][CH:25]([c:26]3[cH:27][cH:28][cH:29][cH:30][n:31]3)[CH2:32]2)[c:5]([F:6])[c:7]([F:8])[c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1.[NH2:1][c:2]1[c:3]([F:4])[c:5]([F:6])[c:7]([N:22]2[CH2:23][CH2:24][CH:25]([c:26]3[cH:27][cH:28][cH:29][cH:30][n:31]3)[CH2:32]2)[c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1,US05342844
2356,155047,[Cl:1][c:2]1[c:3](=[O:4])[n:5]([CH3:6])[n:7][cH:8][c:9]1[Cl:10].[NH:11]1[CH2:12][CH2:13][NH:14][CH2:15][CH2:16]1>C(O)C>[Cl:1][c:2]1[c:3](=[O:4])[n:5]([CH3:6])[n:7][cH:8][c:9]1[N:11]1[CH2:12][CH2:13][NH:14][CH2:15][CH2:16]1,[Cl:1][c:2]1[c:3](=[O:4])[n:5]([CH3:6])[n:7][cH:8][c:9]1[N:11]1[CH2:12][CH2:13][NH:14][CH2:15][CH2:16]1.[c:2]1([N:11]2[CH2:12][CH2:13][NH:14][CH2:15][CH2:16]2)[c:3](=[O:4])[n:5]([CH3:6])[n:7][cH:8][c:9]1[Cl:10],US05395934
2357,156056,[CH:1]([NH2:2])([CH3:3])[CH3:4].[Cl:5][c:6]1[cH:7][cH:8][c:9]([Cl:10])[cH:11][c:12]1[N+:13]([O-:14])=[O:15]>O>[CH:1]([NH:2][c:6]1[cH:7][cH:8][c:9]([Cl:10])[cH:11][c:12]1[N+:13]([O-:14])=[O:15])([CH3:3])[CH3:4],[CH:1]([NH:2][c:6]1[cH:7][cH:8][c:9]([Cl:10])[cH:11][c:12]1[N+:13]([O-:14])=[O:15])([CH3:3])[CH3:4].[CH:1]([NH:2][c:9]1[cH:8][cH:7][c:6]([Cl:5])[c:12]([N+:13]([O-:14])=[O:15])[cH:11]1)([CH3:3])[CH3:4],US05407936
2358,159081,[CH3:1][N:2]1[CH2:3][CH2:4][NH:5][CH2:6][CH2:7]1.[F:8][c:9]1[cH:10][c:11]2[c:12]([cH:13][c:14]1[F:15])[NH:16][C:17](=[O:18])[C:19]2=[O:20]>CS(C)=O.C(OCC)(=O)C>[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:14]2[c:9]([F:8])[cH:10][c:11]3[c:12]([cH:13]2)[NH:16][C:17](=[O:18])[C:19]3=[O:20])[CH2:6][CH2:7]1,[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:14]2[c:9]([F:8])[cH:10][c:11]3[c:12]([cH:13]2)[NH:16][C:17](=[O:18])[C:19]3=[O:20])[CH2:6][CH2:7]1.[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:9]2[cH:10][c:11]3[c:12]([cH:13][c:14]2[F:15])[NH:16][C:17](=[O:18])[C:19]3=[O:20])[CH2:6][CH2:7]1,US05441955
2359,159236,[C:1]([c:2]1[c:3](=[O:4])[c:5]2[cH:6][c:7]3[cH:8][c:9]([F:10])[c:11]([F:12])[cH:13][c:14]3[n:15][c:16]2[n:17]([CH3:18])[cH:19]1)#[N:20].[CH3:21][N:22]1[CH2:23][CH2:24][NH:25][CH2:26][CH2:27]1>CS(C)=O>[C:1]([c:2]1[c:3](=[O:4])[c:5]2[cH:6][c:7]3[cH:8][c:9]([F:10])[c:11]([N:25]4[CH2:24][CH2:23][N:22]([CH3:21])[CH2:27][CH2:26]4)[cH:13][c:14]3[n:15][c:16]2[n:17]([CH3:18])[cH:19]1)#[N:20],[C:1]([c:2]1[c:3](=[O:4])[c:5]2[cH:6][c:7]3[cH:8][c:9]([F:10])[c:11]([N:25]4[CH2:24][CH2:23][N:22]([CH3:21])[CH2:27][CH2:26]4)[cH:13][c:14]3[n:15][c:16]2[n:17]([CH3:18])[cH:19]1)#[N:20].[C:1]([c:2]1[c:3](=[O:4])[c:5]2[cH:6][c:7]3[cH:8][c:9]([N:25]4[CH2:24][CH2:23][N:22]([CH3:21])[CH2:27][CH2:26]4)[c:11]([F:12])[cH:13][c:14]3[n:15][c:16]2[n:17]([CH3:18])[cH:19]1)#[N:20],US05442070
2360,162929,[N+:1]([c:2]1[c:3]([Cl:4])[c:5]([C:6]([F:7])([F:8])[F:9])[cH:10][c:11]([Cl:12])[cH:13]1)([O-:14])=[O:15].[NH3:16]>[Cl-].C([N+](CC)(CC)CC)C.O>[N+:1]([c:2]1[c:3]([NH2:16])[c:5]([C:6]([F:7])([F:8])[F:9])[cH:10][c:11]([Cl:12])[cH:13]1)([O-:14])=[O:15],[N+:1]([c:2]1[c:3]([NH2:16])[c:5]([C:6]([F:7])([F:8])[F:9])[cH:10][c:11]([Cl:12])[cH:13]1)([O-:14])=[O:15].[N+:1]([c:2]1[c:3]([Cl:4])[c:5]([C:6]([F:7])([F:8])[F:9])[cH:10][c:11]([NH2:16])[cH:13]1)([O-:14])=[O:15],US05482956
2361,166349,[F:1][c:2]1[c:3]([N+:4]([O-:5])=[O:6])[c:7]([F:8])[c:9]([F:10])[c:11]([F:12])[c:13]1[F:14].[NH3:15]>C(OCC)C>[F:1][c:2]1[c:3]([N+:4]([O-:5])=[O:6])[c:7]([NH2:15])[c:9]([F:10])[c:11]([F:12])[c:13]1[F:14],[F:1][c:2]1[c:3]([N+:4]([O-:5])=[O:6])[c:7]([NH2:15])[c:9]([F:10])[c:11]([F:12])[c:13]1[F:14].[F:1][c:2]1[c:3]([N+:4]([O-:5])=[O:6])[c:7]([F:8])[c:9]([F:10])[c:11]([F:12])[c:13]1[NH2:15].[F:1][c:2]1[c:3]([N+:4]([O-:5])=[O:6])[c:7]([F:8])[c:9]([F:10])[c:11]([NH2:15])[c:13]1[F:14],US05514680
2362,177138,[Cl:1][c:2]1[c:3](=[O:4])[nH:5][n:6][c:7]([O:8][CH2:9][CH2:10][CH2:11][S:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[c:19]1[Cl:20].[n:21]1[cH:22][cH:23][cH:24][c:25]([CH2:26][NH2:27])[cH:28]1>O.O1CCOCC1>[Cl:1][c:2]1[c:3](=[O:4])[nH:5][n:6][c:7]([O:8][CH2:9][CH2:10][CH2:11][S:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[c:19]1[NH:27][CH2:26][c:25]1[cH:24][cH:23][cH:22][n:21][cH:28]1,[Cl:1][c:2]1[c:3](=[O:4])[nH:5][n:6][c:7]([O:8][CH2:9][CH2:10][CH2:11][S:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[c:19]1[NH:27][CH2:26][c:25]1[cH:24][cH:23][cH:22][n:21][cH:28]1.[c:2]1([NH:27][CH2:26][c:25]2[cH:24][cH:23][cH:22][n:21][cH:28]2)[c:3](=[O:4])[nH:5][n:6][c:7]([O:8][CH2:9][CH2:10][CH2:11][S:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[c:19]1[Cl:20],US05604226
2363,177140,[Br:1][c:2]1[c:3](=[O:4])[nH:5][n:6][c:7]([O:8][CH2:9][CH2:10][S:11][c:12]2[cH:13][cH:14][c:15]([N+:16]([O-:17])=[O:18])[cH:19][cH:20]2)[c:21]1[Br:22].[CH3:23][O:24][c:25]1[cH:26][c:27]([CH2:28][NH2:29])[cH:30][cH:31][c:32]1[O:33][CH3:34]>O.O1CCOCC1>[Br:1][c:2]1[c:3](=[O:4])[nH:5][n:6][c:7]([O:8][CH2:9][CH2:10][S:11][c:12]2[cH:13][cH:14][c:15]([N+:16]([O-:17])=[O:18])[cH:19][cH:20]2)[c:21]1[NH:29][CH2:28][c:27]1[cH:26][c:25]([O:24][CH3:23])[c:32]([O:33][CH3:34])[cH:31][cH:30]1,[Br:1][c:2]1[c:3](=[O:4])[nH:5][n:6][c:7]([O:8][CH2:9][CH2:10][S:11][c:12]2[cH:13][cH:14][c:15]([N+:16]([O-:17])=[O:18])[cH:19][cH:20]2)[c:21]1[NH:29][CH2:28][c:27]1[cH:26][c:25]([O:24][CH3:23])[c:32]([O:33][CH3:34])[cH:31][cH:30]1.[c:2]1([NH:29][CH2:28][c:27]2[cH:26][c:25]([O:24][CH3:23])[c:32]([O:33][CH3:34])[cH:31][cH:30]2)[c:3](=[O:4])[nH:5][n:6][c:7]([O:8][CH2:9][CH2:10][S:11][c:12]2[cH:13][cH:14][c:15]([N+:16]([O-:17])=[O:18])[cH:19][cH:20]2)[c:21]1[Br:22],US05604226
2364,184691,[Br:1][c:2]1[c:3]([N+:4]([O-:5])=[O:6])[c:7]([Br:8])[n:9]([CH2:10][CH2:11][OH:12])[n:13]1.[CH3:14][NH2:15]>O>[Br:1][c:2]1[c:3]([N+:4]([O-:5])=[O:6])[c:7]([NH:15][CH3:14])[n:9]([CH2:10][CH2:11][OH:12])[n:13]1,[Br:1][c:2]1[c:3]([N+:4]([O-:5])=[O:6])[c:7]([NH:15][CH3:14])[n:9]([CH2:10][CH2:11][OH:12])[n:13]1.[c:2]1([NH:15][CH3:14])[c:3]([N+:4]([O-:5])=[O:6])[c:7]([Br:8])[n:9]([CH2:10][CH2:11][OH:12])[n:13]1,US05663366
2365,184693,[CH2:1]([n:2]1[c:3]([Br:4])[c:5]([N+:6]([O-:7])=[O:8])[c:9]([Br:10])[n:11]1)[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1.[CH3:18][NH2:19]>O>[CH2:1]([n:2]1[c:3]([NH:19][CH3:18])[c:5]([N+:6]([O-:7])=[O:8])[c:9]([Br:10])[n:11]1)[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[CH2:1]([n:2]1[c:3]([NH:19][CH3:18])[c:5]([N+:6]([O-:7])=[O:8])[c:9]([Br:10])[n:11]1)[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1.[CH2:1]([n:2]1[c:3]([Br:4])[c:5]([N+:6]([O-:7])=[O:8])[c:9]([NH:19][CH3:18])[n:11]1)[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,US05663366
2366,184694,[CH2:1]([NH2:2])[CH3:3].[CH2:4]([n:5]1[c:6]([Br:7])[c:8]([N+:9]([O-:10])=[O:11])[c:12]([Br:13])[n:14]1)[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1>>[CH2:1]([NH:2][c:6]1[n:5]([CH2:4][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[n:14][c:12]([Br:13])[c:8]1[N+:9]([O-:10])=[O:11])[CH3:3],[CH2:1]([NH:2][c:6]1[n:5]([CH2:4][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[n:14][c:12]([Br:13])[c:8]1[N+:9]([O-:10])=[O:11])[CH3:3].[CH2:1]([NH:2][c:12]1[c:8]([N+:9]([O-:10])=[O:11])[c:6]([Br:7])[n:5]([CH2:4][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[n:14]1)[CH3:3],US05663366
2367,189628,[C:1]([O:2][CH2:3][CH3:4])(=[O:5])[CH:6]=[CH2:7].[Cl:8][c:9]1[cH:10][cH:11][c:12]2[c:13]([n:14]1)[N:15]([CH2:16][CH3:17])[c:18]1[c:19]([cH:20][c:21]([I:22])[cH:23][n:24]1)[C:25](=[O:26])[N:27]2[CH3:28]>>[C:1]([O:2][CH2:3][CH3:4])(=[O:5])[CH:6]=[CH:7][c:21]1[cH:20][c:19]2[c:18]([n:24][cH:23]1)[N:15]([CH2:16][CH3:17])[c:13]1[c:12]([cH:11][cH:10][c:9]([Cl:8])[n:14]1)[N:27]([CH3:28])[C:25]2=[O:26],[C:1]([O:2][CH2:3][CH3:4])(=[O:5])[CH:6]=[CH:7][c:21]1[cH:20][c:19]2[c:18]([n:24][cH:23]1)[N:15]([CH2:16][CH3:17])[c:13]1[c:12]([cH:11][cH:10][c:9]([Cl:8])[n:14]1)[N:27]([CH3:28])[C:25]2=[O:26].[C:1]([O:2][CH2:3][CH3:4])(=[O:5])[CH:6]=[CH:7][c:9]1[cH:10][cH:11][c:12]2[c:13]([n:14]1)[N:15]([CH2:16][CH3:17])[c:18]1[c:19]([cH:20][c:21]([I:22])[cH:23][n:24]1)[C:25](=[O:26])[N:27]2[CH3:28],US05705499
2368,189629,[CH2:1]([NH2:2])[CH3:3].[Cl:4][c:5]1[c:6]([NH:7][C:8]([c:9]2[c:10]([Cl:11])[n:12][cH:13][cH:14][cH:15]2)=[O:16])[cH:17][cH:18][c:19]([Cl:20])[n:21]1>>[CH2:1]([NH:2][c:10]1[c:9]([C:8]([NH:7][c:6]2[c:5]([Cl:4])[n:21][c:19]([Cl:20])[cH:18][cH:17]2)=[O:16])[cH:15][cH:14][cH:13][n:12]1)[CH3:3],[CH2:1]([NH:2][c:10]1[c:9]([C:8]([NH:7][c:6]2[c:5]([Cl:4])[n:21][c:19]([Cl:20])[cH:18][cH:17]2)=[O:16])[cH:15][cH:14][cH:13][n:12]1)[CH3:3].[CH2:1]([NH:2][c:19]1[cH:18][cH:17][c:6]([NH:7][C:8]([c:9]2[c:10]([Cl:11])[n:12][cH:13][cH:14][cH:15]2)=[O:16])[c:5]([Cl:4])[n:21]1)[CH3:3].[CH2:1]([NH:2][c:5]1[c:6]([NH:7][C:8]([c:9]2[c:10]([Cl:11])[n:12][cH:13][cH:14][cH:15]2)=[O:16])[cH:17][cH:18][c:19]([Cl:20])[n:21]1)[CH3:3],US05705499
2369,191110,[C:1]([CH:2]([c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[C:9]([CH3:10])([CH3:11])[CH2:12][CH2:13][C:14]2([CH3:15])[CH3:16])[OH:17])#[CH:18].[Cl:19][c:20]1[cH:21][c:22]([I:23])[cH:24][cH:25][c:26]1[C:27]([O:28][CH3:29])=[O:30]>>[C:1]([CH:2]([c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[C:9]([CH3:10])([CH3:11])[CH2:12][CH2:13][C:14]2([CH3:15])[CH3:16])[OH:17])#[C:18][c:22]1[cH:21][c:20]([Cl:19])[c:26]([C:27]([O:28][CH3:29])=[O:30])[cH:25][cH:24]1,[C:1]([CH:2]([c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[C:9]([CH3:10])([CH3:11])[CH2:12][CH2:13][C:14]2([CH3:15])[CH3:16])[OH:17])#[C:18][c:22]1[cH:21][c:20]([Cl:19])[c:26]([C:27]([O:28][CH3:29])=[O:30])[cH:25][cH:24]1.[C:1]([CH:2]([c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[C:9]([CH3:10])([CH3:11])[CH2:12][CH2:13][C:14]2([CH3:15])[CH3:16])[OH:17])#[C:18][c:20]1[cH:21][c:22]([I:23])[cH:24][cH:25][c:26]1[C:27]([O:28][CH3:29])=[O:30],US05716624
2370,191285,[CH3:1][NH:2][CH3:3].[Cl:4][c:5]1[c:6]([F:7])[cH:8][c:9]([O:10][CH2:11][O:12][CH3:13])[c:14]([C:15]([c:16]2[c:17]([O:18][CH2:19][O:20][CH3:21])[cH:22][cH:23][cH:24][n:25]2)=[O:26])[cH:27]1>CN(C=O)C>[CH3:1][N:2]([CH3:3])[c:6]1[c:5]([Cl:4])[cH:27][c:14]([C:15]([c:16]2[c:17]([O:18][CH2:19][O:20][CH3:21])[cH:22][cH:23][cH:24][n:25]2)=[O:26])[c:9]([O:10][CH2:11][O:12][CH3:13])[cH:8]1,[CH3:1][N:2]([CH3:3])[c:6]1[c:5]([Cl:4])[cH:27][c:14]([C:15]([c:16]2[c:17]([O:18][CH2:19][O:20][CH3:21])[cH:22][cH:23][cH:24][n:25]2)=[O:26])[c:9]([O:10][CH2:11][O:12][CH3:13])[cH:8]1.[CH3:1][N:2]([CH3:3])[c:5]1[c:6]([F:7])[cH:8][c:9]([O:10][CH2:11][O:12][CH3:13])[c:14]([C:15]([c:16]2[c:17]([O:18][CH2:19][O:20][CH3:21])[cH:22][cH:23][cH:24][n:25]2)=[O:26])[cH:27]1,US05716971
2371,192150,[CH2:1]([O:2][NH2:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1.[Cl:10][c:11]1[c:12]([CH2:13][CH3:14])[n:15][cH:16][cH:17][c:18]1[Cl:19]>>[CH2:1]([O:2][NH:3][c:18]1[c:11]([Cl:10])[c:12]([CH2:13][CH3:14])[n:15][cH:16][cH:17]1)[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1,[CH2:1]([O:2][NH:3][c:18]1[c:11]([Cl:10])[c:12]([CH2:13][CH3:14])[n:15][cH:16][cH:17]1)[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1.[CH2:1]([O:2][NH:3][c:11]1[c:12]([CH2:13][CH3:14])[n:15][cH:16][cH:17][c:18]1[Cl:19])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1,US05723450
2372,192154,[CH2:1]([CH:2]1[CH2:3][CH2:4][CH:5]([NH2:6])[CH2:7]1)[CH2:8][CH:9]([CH3:10])[CH3:11].[Cl:12][c:13]1[c:14]([CH3:15])[n:16][cH:17][cH:18][c:19]1[Cl:20]>>[CH2:1]([CH:2]1[CH2:3][CH2:4][CH:5]([NH:6][c:19]2[c:13]([Cl:12])[c:14]([CH3:15])[n:16][cH:17][cH:18]2)[CH2:7]1)[CH2:8][CH:9]([CH3:10])[CH3:11],[CH2:1]([CH:2]1[CH2:3][CH2:4][CH:5]([NH:6][c:19]2[c:13]([Cl:12])[c:14]([CH3:15])[n:16][cH:17][cH:18]2)[CH2:7]1)[CH2:8][CH:9]([CH3:10])[CH3:11].[CH2:1]([CH:2]1[CH2:3][CH2:4][CH:5]([NH:6][c:13]2[c:14]([CH3:15])[n:16][cH:17][cH:18][c:19]2[Cl:20])[CH2:7]1)[CH2:8][CH:9]([CH3:10])[CH3:11],US05723450
2373,194900,[Br:1][c:2]1[c:3](=[O:4])[nH:5][n:6][c:7]([O:8][CH2:9][CH2:10][CH:11]([c:12]2[cH:13][cH:14][c:15]([Cl:16])[cH:17][cH:18]2)[OH:19])[c:20]1[Br:21].[CH3:22][O:23][c:24]1[cH:25][c:26]([CH2:27][NH2:28])[cH:29][cH:30][c:31]1[O:32][CH3:33]>C(N(CC)CC)C>[Br:1][c:2]1[c:3](=[O:4])[nH:5][n:6][c:7]([O:8][CH2:9][CH2:10][CH:11]([c:12]2[cH:13][cH:14][c:15]([Cl:16])[cH:17][cH:18]2)[OH:19])[c:20]1[NH:28][CH2:27][c:26]1[cH:25][c:24]([O:23][CH3:22])[c:31]([O:32][CH3:33])[cH:30][cH:29]1,[Br:1][c:2]1[c:3](=[O:4])[nH:5][n:6][c:7]([O:8][CH2:9][CH2:10][CH:11]([c:12]2[cH:13][cH:14][c:15]([Cl:16])[cH:17][cH:18]2)[OH:19])[c:20]1[NH:28][CH2:27][c:26]1[cH:25][c:24]([O:23][CH3:22])[c:31]([O:32][CH3:33])[cH:30][cH:29]1.[c:2]1([NH:28][CH2:27][c:26]2[cH:25][c:24]([O:23][CH3:22])[c:31]([O:32][CH3:33])[cH:30][cH:29]2)[c:3](=[O:4])[nH:5][n:6][c:7]([O:8][CH2:9][CH2:10][CH:11]([c:12]2[cH:13][cH:14][c:15]([Cl:16])[cH:17][cH:18]2)[OH:19])[c:20]1[Br:21].[Br:1][c:2]1[c:3](=[O:4])[nH:5][n:6][c:7]([O:8][CH2:9][CH2:10][CH:11]([c:12]2[cH:13][cH:14][c:15]([NH:28][CH2:27][c:26]3[cH:25][c:24]([O:23][CH3:22])[c:31]([O:32][CH3:33])[cH:30][cH:29]3)[cH:17][cH:18]2)[OH:19])[c:20]1[Br:21],US05750523
2374,194956,[CH3:1][CH:2]1[c:3]2[c:4]([cH:5][cH:6][cH:7][cH:8]2)[CH2:9][CH2:10][NH:11]1.[Cl:12][c:13]1[nH:14][c:15]2[cH:16][cH:17][cH:18][c:19]-2[c:20]([Cl:21])[n:22]1>>[CH3:1][CH:2]1[c:3]2[c:4]([cH:5][cH:6][cH:7][cH:8]2)[CH2:9][CH2:10][N:11]1[c:20]1[c:19]2[cH:18][cH:17][cH:16][c:15]-2[nH:14][c:13]([Cl:12])[n:22]1,[CH3:1][CH:2]1[c:3]2[c:4]([cH:5][cH:6][cH:7][cH:8]2)[CH2:9][CH2:10][N:11]1[c:20]1[c:19]2[cH:18][cH:17][cH:16][c:15]-2[nH:14][c:13]([Cl:12])[n:22]1.[CH3:1][CH:2]1[c:3]2[c:4]([cH:5][cH:6][cH:7][cH:8]2)[CH2:9][CH2:10][N:11]1[c:13]1[nH:14][c:15]2[cH:16][cH:17][cH:18][c:19]-2[c:20]([Cl:21])[n:22]1,US05750531
2375,194961,[CH2:1]1[c:2]2[c:3]([cH:4][cH:5][cH:6][cH:7]2)[CH2:8][CH2:9][NH:10]1.[CH3:11][c:12]1[c:13]([Cl:14])[n:15][c:16]([Cl:17])[n:18][c:19]1[CH3:20]>>[CH2:1]1[c:2]2[c:3]([cH:4][cH:5][cH:6][cH:7]2)[CH2:8][CH2:9][N:10]1[c:13]1[c:12]([CH3:11])[c:19]([CH3:20])[n:18][c:16]([Cl:17])[n:15]1,[CH2:1]1[c:2]2[c:3]([cH:4][cH:5][cH:6][cH:7]2)[CH2:8][CH2:9][N:10]1[c:13]1[c:12]([CH3:11])[c:19]([CH3:20])[n:18][c:16]([Cl:17])[n:15]1.[CH2:1]1[c:2]2[c:3]([cH:4][cH:5][cH:6][cH:7]2)[CH2:8][CH2:9][N:10]1[c:16]1[n:15][c:13]([Cl:14])[c:12]([CH3:11])[c:19]([CH3:20])[n:18]1,US05750531
